,AGE,CUS_Month_Income,YEARS_WITH_US,# total debit transactions for S1,# total debit transactions for S2,# total debit transactions for S3,total debit amount for S1,total debit amount for S2,total debit amount for S3,# total credit transactions for S1,# total credit transactions for S2,# total credit transactions for S3,total credit amount for S1,total credit amount for S2,total credit amount for S3,total debit amount,total debit transactions,total credit amount,total credit transactions,total transactions,CUS_Target,CUS_Gender_MALE,CUS_Marital_Status_DIVORCE,CUS_Marital_Status_MARRIED,CUS_Marital_Status_OTHER,CUS_Marital_Status_PARTNER,CUS_Marital_Status_SINGLE,CUS_Marital_Status_WIDOWED,TAR_Desc_EXECUTIVE,TAR_Desc_LOW,TAR_Desc_MIDLE,TAR_Desc_PLATINUM,Status_ACTIVE
429,50,9500000.0,14,53,81,53,52813.4,214458.26,151671.09,11,10,11,42687.2,165426.48,147334.02,418942.75,187,355447.7,32,219,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
430,43,12998.0,14,66,82,105,213075.06,294764.83,478928.41,11,16,12,259057.21,308646.67,279152.09,986768.3,253,846855.97,39,292,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
431,51,5000000.0,14,68,138,50,78295.12,376138.47,53509.67,11,8,5,96497.16,441314.49,51531.33,507943.26,256,589342.98,24,280,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
432,40,1990000.0,14,49,53,73,36167.94,46571.0,43969.56,6,6,5,40507.5,43588.49,40882.79,126708.5,175,124978.78,17,192,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
433,49,10000000.0,14,0,0,1,0.0,0.0,5000.0,0,0,0,0.0,0.0,0.0,5000.0,1,0.0,0,1,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
434,61,2000000.0,14,9,13,4,6261.6,33823.75,2045.26,0,0,0,0.0,0.0,0.0,42130.61,26,0.0,0,26,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
435,40,1000000.0,14,65,14,3,201089.44,153714.68,6284.4,0,1,0,0.0,25000.0,0.0,361088.52,82,25000.0,1,83,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
436,41,3500000.0,14,2,2,0,6210.78,8500.0,0.0,1,1,0,6000.0,8700.0,0.0,14710.78,4,14700.0,2,6,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
437,34,1341000.0,14,8,12,13,8000.0,12000.0,13000.0,8,12,13,8000.0,12000.0,13000.0,33000.0,33,33000.0,33,66,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
438,58,2500000.0,14,141,148,125,370632.92,347865.16,270034.43,6,9,5,87107.92,88991.21,37400.0,988532.51,414,213499.13,20,434,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
439,41,25000000.0,14,319,334,288,2962593.78,2003324.45,2671756.83,9,10,12,3160106.09,2548742.73,3294850.76,7637675.06,941,9003699.58,31,972,2230,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
440,61,5000000.0,14,21,5,6,79956.56,7150.0,11111.72,1,0,0,11950.0,0.0,0.0,98218.28,32,11950.0,1,33,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
441,50,2000.0,14,360,401,331,1943264.26,1855019.12,1821301.59,53,69,63,2162488.91,2165084.65,2136032.5,5619584.97,1092,6463606.06,185,1277,2212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
442,62,9500000.0,14,14,4,1,28848.0,17625.0,2000.0,0,0,0,0.0,0.0,0.0,48473.0,19,0.0,0,19,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
443,37,1000.0,14,11,22,13,2193.6,9075.0,2399.7,0,0,1,0.0,0.0,1000.0,13668.3,46,1000.0,1,47,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
444,41,1000.0,14,428,476,458,1509054.76,1628140.28,2677602.49,18,16,30,1772070.21,1663257.7,2816068.27,5814797.53,1362,6251396.18,64,1426,2212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
445,43,5031.0,14,121,103,106,140494.86,95548.0,101462.18,47,40,44,141700.0,96200.0,124750.0,337505.04,330,362650.0,131,461,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
446,23,0.0,14,31,40,54,86471.99,133702.77,175954.39,5,11,9,29000.0,107000.0,77700.0,396129.15,125,213700.0,25,150,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
447,42,100.0,14,78,156,145,313235.41,631503.04,521933.48,13,31,28,357278.66,518680.48,591425.26,1466671.93,379,1467384.4,72,451,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
448,18,500.0,14,3,0,40,9817.02,0.0,71159.84,0,0,7,0.0,0.0,37000.0,80976.86,43,37000.0,7,50,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
449,40,4000000.0,14,33,11,161,103179.38,30091.98,513661.68,0,0,1,0.0,0.0,9000.0,646933.04,205,9000.0,1,206,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
450,52,2500.0,14,16,54,25,19788.6,164578.54,27401.0,0,2,1,0.0,22500.0,3000.0,211768.14,95,25500.0,3,98,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
451,61,2500.0,14,60,52,58,155904.0,142971.0,163145.39,8,6,7,155820.79,143181.09,163538.0,462020.39,170,462539.88,21,191,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
452,58,2500.0,15,43,36,53,189919.06,150840.0,203960.7,10,6,11,377639.65,164769.35,376908.45,544719.76,132,919317.45,27,159,2223,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
453,76,2500.0,14,18,0,0,46962.43,0.0,0.0,4,0,0,45122.21,0.0,0.0,46962.43,18,45122.21,4,22,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
454,72,2500000.0,14,34,55,36,145500.0,250500.0,127000.0,7,6,7,101199.0,93249.0,106260.0,523000.0,125,300708.0,20,145,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
455,64,2500.0,14,53,44,70,97926.0,108362.0,174458.21,7,10,12,77706.9,133686.26,135305.15,380746.21,167,346698.31,29,196,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
456,49,2500.0,15,15,23,29,181925.04,186197.13,370592.64,2,6,5,80000.0,240000.0,200000.0,738714.81,67,520000.0,13,80,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
457,55,1500000.0,14,20,2,2,23800.0,2120.0,350.0,1,0,0,19450.0,0.0,0.0,26270.0,24,19450.0,1,25,2223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
458,47,5000000.0,14,119,140,136,271930.59,308153.97,341212.18,6,7,6,294898.18,362379.4,270580.67,921296.74,395,927858.25,19,414,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
459,43,3000.0,14,64,47,64,123100.0,121200.0,179100.0,7,6,7,149782.77,141555.78,156353.04,423400.0,175,447691.59,20,195,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
460,37,12000000.0,14,251,313,196,933938.32,3022874.86,1141213.81,52,68,27,972344.17,3087029.16,1323233.09,5098026.99,760,5382606.42,147,907,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
461,62,3000.0,14,12,12,12,26305.6,30612.0,26361.7,7,7,7,34601.64,31876.72,37237.3,83279.3,36,103715.66,21,57,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
462,60,13000000.0,14,4,5,2,19786.72,63819.5,2749.7,0,0,0,0.0,0.0,0.0,86355.92,11,0.0,0,11,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
463,62,4000000.0,14,37,31,44,50226.0,43026.0,94526.0,4,1,1,8890.0,750.0,1450.0,187778.0,112,11090.0,6,118,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
464,53,2000000.0,14,4,1,0,861.05,255.14,0.0,0,0,0,0.0,0.0,0.0,1116.19,5,0.0,0,5,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
465,53,1000000.0,14,101,81,94,304192.61,240205.88,324778.07,17,14,23,302386.87,293836.1,1217849.53,869176.56,276,1814072.5,54,330,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
466,45,3500.0,14,50,79,61,275823.77,269159.95,177564.26,14,12,14,299732.18,283021.82,1187124.25,722547.98,190,1769878.25,40,230,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
467,59,2000.0,14,26,19,22,41743.6,40575.0,36999.7,7,6,7,41893.97,40684.3,44506.58,119318.3,67,127084.85,20,87,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
468,32,100000.0,14,25,99,75,37400.78,188563.05,161700.84,7,10,11,37850.0,166300.0,163300.0,387664.67,199,367450.0,28,227,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
469,59,1000000.0,14,56,81,54,148583.85,158700.26,147607.5,17,18,15,147954.12,145650.52,136583.0,454891.61,191,430187.64,50,241,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
470,55,2500000.0,14,51,72,80,94738.91,108658.0,136726.9,8,6,7,100723.43,102358.43,131000.04,340123.81,203,334081.9,21,224,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
471,33,0.0,14,12,8,0,10115.6,30511.0,0.0,3,0,0,3020.0,0.0,0.0,40626.6,20,3020.0,3,23,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
472,57,15000000.0,14,12,3,2,20124.95,4000.0,2945.28,2,0,0,2899.76,0.0,0.0,27070.23,17,2899.76,2,19,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
473,39,5000000.0,14,4,3,2,3430.17,1581.14,2283.54,2,0,0,525.0,0.0,0.0,7294.85,9,525.0,2,11,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
474,20,1000000.0,14,183,26,57,354884.29,66590.34,107112.32,12,3,4,272500.0,16000.0,15100.0,528586.95,266,303600.0,19,285,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
475,18,1000000.0,3,0,3,0,0.0,6536.46,0.0,0,0,0,0.0,0.0,0.0,6536.46,3,0.0,0,3,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
476,54,10000000.0,14,1,1,1,4500.0,4500.0,19.5,0,0,0,0.0,0.0,0.0,9019.5,3,0.0,0,3,2222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
477,66,2500000.0,14,20,17,16,65550.0,60350.0,69000.0,7,6,7,65697.0,60441.0,69036.0,194900.0,53,195174.0,20,73,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
478,58,4500.0,14,1,55,1,500.0,199748.31,100.0,0,0,0,0.0,0.0,0.0,200348.31,57,0.0,0,57,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
479,49,3000000.0,14,144,109,122,499382.38,395555.0,434900.87,7,7,7,566432.12,334636.34,435096.52,1329838.25,375,1336164.98,21,396,2222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
480,23,180000.0,14,43,46,47,22981.1,19466.0,16225.7,10,10,10,20050.0,13550.0,19200.0,58672.8,136,52800.0,30,166,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
481,41,3750000.0,14,23,16,7,181174.88,56455.49,13163.87,1,0,0,20000.0,0.0,0.0,250794.24,46,20000.0,1,47,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
482,37,1000000.0,14,20,19,16,32120.0,27846.2,32019.0,4,6,3,21725.0,22800.0,31500.0,91985.2,55,76025.0,13,68,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
483,29,1000000.0,14,0,0,18,0.0,0.0,38066.32,0,0,0,0.0,0.0,0.0,38066.32,18,0.0,0,18,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
484,52,10000000.0,14,78,105,134,195523.56,261649.6,447512.41,7,8,8,272506.63,296247.39,310823.51,904685.57,317,879577.53,23,340,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
485,44,10000000.0,14,81,91,49,272435.62,432905.48,167593.25,12,7,6,296409.93,281461.07,196008.75,872934.35,221,773879.75,25,246,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
486,51,3000.0,14,3,0,0,5022.59,0.0,0.0,3,0,0,5022.59,0.0,0.0,5022.59,3,5022.59,3,6,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
487,31,800000.0,14,58,80,32,94456.5,203897.5,141882.4,6,14,12,92500.0,90500.0,200000.0,440236.4,170,383000.0,32,202,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
488,39,0.0,14,319,165,231,778855.27,451969.08,207000.06,77,37,36,759855.0,458600.0,182850.0,1437824.41,715,1401305.0,150,865,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
489,32,1500000.0,14,29,31,3,100195.0,132930.0,13000.0,5,2,2,84500.0,29400.0,13000.0,246125.0,63,126900.0,9,72,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
490,38,2000000.0,14,21,19,6,22100.0,17350.0,2550.0,6,7,1,18500.0,16764.64,2500.0,42000.0,46,37764.64,14,60,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
491,41,1500000.0,14,18,13,23,42018.75,42250.0,47387.5,7,6,9,56103.67,56305.12,59986.33,131656.25,54,172395.12,22,76,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
492,39,1696.0,14,104,120,112,247690.6,382549.56,396332.7,24,59,54,194165.75,374002.37,402406.33,1026572.86,336,970574.45,137,473,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
493,39,1500000.0,14,16,12,18,55593.6,46400.0,65349.7,7,6,9,55703.87,46442.42,65360.24,167343.3,46,167506.53,22,68,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
494,59,1500000.0,14,20,18,45,72500.0,66500.0,76704.0,7,6,8,72667.4,70513.92,80086.92,215704.0,83,223268.24,21,104,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
495,42,20425000.0,14,221,306,289,1116556.18,1555723.74,6097651.91,10,15,12,1341822.11,5963313.26,1115600.0,8769931.83,816,8420735.37,37,853,2212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
496,63,2711097.0,21,33,26,34,60576.0,53168.9,61389.18,10,7,21,55299.05,61161.59,61478.2,175134.08,93,177938.84,38,131,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
497,51,2000000.0,14,26,3,8,19993.6,1200.0,4749.7,0,0,0,0.0,0.0,0.0,25943.3,37,0.0,0,37,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
498,52,4400000.0,14,39,39,46,168915.0,188693.6,233750.0,9,9,7,188747.36,200572.48,201336.43,591358.6,124,590656.27,25,149,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
499,47,500000.0,14,15,12,7,136286.82,109454.63,70983.32,0,0,0,0.0,0.0,0.0,316724.77,34,0.0,0,34,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
500,44,2500.0,14,26,21,1,145189.24,69052.0,200.0,5,3,0,35971.85,69204.51,0.0,214441.24,48,105176.36,8,56,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
501,68,4000.0,28,2,0,2,1017.02,0.0,5817.02,0,0,0,0.0,0.0,0.0,6834.04,4,0.0,0,4,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
502,45,4000000.0,14,126,121,124,745555.03,699847.55,521748.66,13,12,14,958051.76,1106642.24,864202.74,1967151.24,371,2928896.74,39,410,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
503,75,3995000.0,14,88,79,37,95694.28,98999.71,65595.63,0,5,0,0.0,38800.0,0.0,260289.62,204,38800.0,5,209,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
504,34,1000000.0,14,14,0,2,125781.79,0.0,2896.78,0,0,1,0.0,0.0,3000.0,128678.57,16,3000.0,1,17,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
505,50,2500.0,14,145,107,140,469351.09,382626.33,550492.84,19,7,12,515886.02,246867.41,408267.67,1402470.26,392,1171021.1,38,430,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
506,24,200000.0,14,12,13,6,16693.6,11500.0,9449.7,0,0,0,0.0,0.0,0.0,37643.3,31,0.0,0,31,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
507,26,200000.0,14,11,9,3,20093.6,12400.0,6383.32,0,0,0,0.0,0.0,0.0,38876.92,23,0.0,0,23,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
508,69,500000.0,14,0,0,0,0.0,0.0,0.0,5,8,6,93750.0,150000.0,112500.0,0.0,0,356250.0,19,19,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
509,36,1300000.0,14,26,23,19,37396.19,38621.4,34453.97,7,6,5,37442.0,38761.08,34367.36,110471.56,68,110570.44,18,86,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
510,55,1500000.0,14,61,42,44,77880.0,52930.0,72330.0,8,6,8,72795.07,60260.26,63079.67,203140.0,147,196135.0,22,169,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
511,38,1500000.0,14,59,32,48,284800.0,203872.0,257500.0,7,8,9,321811.07,217673.27,280483.61,746172.0,139,819967.95,24,163,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
512,40,5000000.0,14,150,119,91,227202.24,207121.4,265980.32,17,20,28,176500.0,171100.0,279030.0,700303.96,360,626630.0,65,425,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
513,34,500000.0,14,57,86,29,98578.42,242320.13,65933.24,4,8,1,42200.0,141925.12,40000.0,406831.79,172,224125.12,13,185,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
514,53,10000000.0,14,2,0,1,1817.02,0.0,883.32,0,1,0,0.0,1000.0,0.0,2700.34,3,1000.0,1,4,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
515,43,5000000.0,14,7,6,10,8777.41,5435.0,8149.7,0,0,0,0.0,0.0,0.0,22362.11,23,0.0,0,23,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
516,49,2500000.0,14,12,19,17,35783.6,51264.12,61249.7,7,7,8,36003.21,63347.64,61282.92,148297.42,48,160633.77,22,70,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
517,37,500.0,14,186,172,141,812499.85,847172.01,792156.06,14,13,17,824864.22,868698.29,903314.29,2451827.92,499,2596876.8,44,543,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
518,29,0.0,14,38,63,29,96245.8,367375.3,88478.9,8,13,10,130770.81,228594.57,157385.87,552100.0,130,516751.25,31,161,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
519,57,8000000.0,14,210,212,221,415584.11,410282.11,762204.87,35,30,24,376270.0,1770385.0,612140.0,1588071.09,643,2758795.0,89,732,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
520,42,6000000.0,14,8,25,7,4213.6,60291.97,4049.7,7,8,7,12732.0,46700.0,4200.0,68555.27,40,63632.0,22,62,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
521,49,5648123.0,21,59,86,100,85010.37,160936.77,227527.94,9,7,8,664267.4,509958.57,662664.31,473475.08,245,1836890.28,24,269,2232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
522,51,3750.0,14,57,49,34,139052.3,107576.2,66787.0,7,6,6,117047.34,126868.98,87014.18,313415.5,140,330930.5,19,159,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
523,43,39000.0,14,359,457,345,3482142.52,3298599.73,2067103.24,25,44,12,3194017.42,2691008.5,2302344.81,8847845.49,1161,8187370.73,81,1242,2211,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
524,59,4900000.0,14,9,8,4,22693.6,26000.0,7749.7,0,0,0,0.0,0.0,0.0,56443.3,21,0.0,0,21,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
525,38,1000000.0,14,26,48,7,66143.1,238352.74,16749.7,4,7,5,24000.0,205173.5,21000.0,321245.54,81,250173.5,16,97,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
526,54,4000000.0,14,40,41,25,456000.05,124700.0,72225.53,6,7,8,403859.79,511498.4,361516.71,652925.58,106,1276874.9,21,127,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
527,50,12061654.0,14,189,152,279,1295394.0,1148816.85,1375053.58,19,12,14,1179100.67,1347073.31,1226198.59,3819264.43,620,3752372.57,45,665,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
528,48,2500000.0,14,100,116,119,212443.4,249174.97,231566.8,14,10,14,306446.22,294083.18,322353.74,693185.17,335,922883.14,38,373,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
529,29,0.0,14,1,75,62,4000.0,119298.0,127203.6,0,82,52,0.0,120400.0,126965.0,250501.6,138,247365.0,134,272,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
530,17,200000.0,14,17,13,19,40493.0,28900.0,26400.0,0,0,0,0.0,0.0,0.0,95793.0,49,0.0,0,49,2224,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
531,56,6000.0,14,35,41,21,124823.0,197986.6,93870.0,2,2,2,45000.0,14000.0,27000.0,416679.6,97,86000.0,6,103,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
532,56,5000.0,14,134,167,179,266630.68,351699.97,363162.61,12,13,23,356403.37,441171.48,434991.9,981493.26,480,1232566.75,48,528,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
533,33,100000.0,14,39,48,37,151637.04,649389.09,277075.13,14,19,6,100520.0,549300.0,38600.0,1078101.26,124,688420.0,39,163,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
534,57,1676.0,14,12,20,114,34925.67,103866.96,322899.71,20,18,13,301450.76,555117.0,337524.45,461692.34,146,1194092.21,51,197,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
535,34,1000000.0,14,10,0,0,54893.6,0.0,0.0,1,0,0,55000.0,0.0,0.0,54893.6,10,55000.0,1,11,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
536,33,1000000.0,14,211,125,36,250874.54,114680.94,12728.25,16,7,2,651778.86,214215.73,9000.21,378283.73,372,874994.8,25,397,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
537,18,500000.0,14,0,0,0,0.0,0.0,0.0,2,6,6,6000.0,18000.0,18000.0,0.0,0,42000.0,14,14,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
538,54,2000.0,14,214,151,184,1875768.02,1365666.59,1659000.16,4,3,1,47200.0,9100.0,5600.0,4900434.77,549,61900.0,8,557,2211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
539,38,5000000.0,14,4,7,29,2270.0,21800.0,74654.24,3,3,5,7065.0,23200.0,68000.0,98724.24,40,98265.0,11,51,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
540,59,5000000.0,14,25,8,65,123948.2,4676.0,226175.4,1,0,6,10000.0,0.0,268907.73,354799.6,98,278907.73,7,105,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
541,50,10000000.0,12,0,19,0,0.0,30853.62,0.0,0,0,0,0.0,0.0,0.0,30853.62,19,0.0,0,19,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
